Data as of,Start week,End Week,HHS Region,State,Place of Death,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
2/17/2021,1/4/2020,2/13/2021,2,New York,"Healthcare setting, dead on arrival",75-84 years,,140,,,0,12,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,2,New York,"Healthcare setting, dead on arrival",85 years and over,12,124,,,0,14,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,2,New York,"Healthcare setting, dead on arrival",All ages,43,701,28,15,,58,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,2,New York,"Healthcare setting, inpatient",0-14 years,,422,,,,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,2,New York,"Healthcare setting, inpatient",15-44 years,274,1486,237,135,,380,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,2,New York,"Healthcare setting, inpatient",45-64 years,2254,7879,1971,1222,34,3037,
2/17/2021,1/4/2020,2/13/2021,2,New York,"Healthcare setting, inpatient",65-74 years,2996,9695,2723,1656,39,4100,
2/17/2021,1/4/2020,2/13/2021,2,New York,"Healthcare setting, inpatient",75-84 years,3560,11611,3448,2015,39,5032,
2/17/2021,1/4/2020,2/13/2021,2,New York,"Healthcare setting, inpatient",85 years and over,3336,11574,3640,1911,43,5104,
2/17/2021,1/4/2020,2/13/2021,2,New York,"Healthcare setting, inpatient",All ages,12422,42667,12023,6940,165,17664,
2/17/2021,1/4/2020,2/13/2021,2,New York,"Healthcare setting, outpatient or emergency room",0-14 years,,171,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,2,New York,"Healthcare setting, outpatient or emergency room",15-44 years,32,879,26,,,50,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,2,New York,"Healthcare setting, outpatient or emergency room",45-64 years,131,1843,76,32,,178,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,2,New York,"Healthcare setting, outpatient or emergency room",65-74 years,132,1590,105,40,,199,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,2,New York,"Healthcare setting, outpatient or emergency room",75-84 years,130,1573,104,36,,200,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,2,New York,"Healthcare setting, outpatient or emergency room",85 years and over,140,1438,146,46,,242,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,2,New York,"Healthcare setting, outpatient or emergency room",All ages,566,7494,462,163,11,876,
2/17/2021,1/4/2020,2/13/2021,2,New York,Hospice facility,0-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,2,New York,Hospice facility,15-44 years,,114,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,2,New York,Hospice facility,45-64 years,35,1211,71,21,0,85,
2/17/2021,1/4/2020,2/13/2021,2,New York,Hospice facility,65-74 years,105,1764,155,51,,212,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,2,New York,Hospice facility,75-84 years,242,2283,287,153,,382,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,2,New York,Hospice facility,85 years and over,491,3366,545,287,11,758,
2/17/2021,1/4/2020,2/13/2021,2,New York,Hospice facility,All ages,876,8739,1062,512,22,1444,
2/17/2021,1/4/2020,2/13/2021,2,New York,Nursing home/longterm care facility,0-14 years,,,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,2,New York,Nursing home/longterm care facility,15-44 years,,80,,,0,10,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,2,New York,Nursing home/longterm care facility,45-64 years,152,1306,121,38,,236,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,2,New York,Nursing home/longterm care facility,65-74 years,520,3128,280,115,,688,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,2,New York,Nursing home/longterm care facility,75-84 years,1342,7108,689,300,,1739,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,2,New York,Nursing home/longterm care facility,85 years and over,3543,17924,1805,791,30,4584,
2/17/2021,1/4/2020,2/13/2021,2,New York,Nursing home/longterm care facility,All ages,5565,29549,2901,1246,42,7259,
2/17/2021,1/4/2020,2/13/2021,2,New York,Other,0-14 years,0,21,0,0,0,0,
2/17/2021,1/4/2020,2/13/2021,2,New York,Other,15-44 years,,854,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,2,New York,Other,45-64 years,24,798,22,10,,38,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,2,New York,Other,65-74 years,24,455,24,,0,40,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,2,New York,Other,75-84 years,48,491,22,,0,61,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,2,New York,Other,85 years and over,152,955,47,21,0,178,
2/17/2021,1/4/2020,2/13/2021,2,New York,Other,All ages,250,3574,118,49,,321,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,2,New York,Place of death unknown,0-14 years,0,0,0,0,0,0,
2/17/2021,1/4/2020,2/13/2021,2,New York,Place of death unknown,15-44 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,2,New York,Place of death unknown,45-64 years,0,14,0,0,0,0,
2/17/2021,1/4/2020,2/13/2021,2,New York,Place of death unknown,65-74 years,0,11,0,0,0,0,
2/17/2021,1/4/2020,2/13/2021,2,New York,Place of death unknown,75-84 years,,15,0,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,2,New York,Place of death unknown,85 years and over,,27,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,2,New York,Place of death unknown,All ages,,68,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,2,New York City,All places of death,All ages,24626,90726,14181,9258,1034,29747,
2/17/2021,1/4/2020,2/13/2021,2,New York City,Decedent's home,0-14 years,,28,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,2,New York City,Decedent's home,15-44 years,134,1454,11,,45,148,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,2,New York City,Decedent's home,45-64 years,647,4922,36,,298,694,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,2,New York City,Decedent's home,65-74 years,469,4168,33,15,208,497,
2/17/2021,1/4/2020,2/13/2021,2,New York City,Decedent's home,75-84 years,457,5053,53,26,170,487,
2/17/2021,1/4/2020,2/13/2021,2,New York City,Decedent's home,85 years and over,512,8769,139,70,136,586,
2/17/2021,1/4/2020,2/13/2021,2,New York City,Decedent's home,All ages,2220,24394,273,122,857,2414,
2/17/2021,1/4/2020,2/13/2021,2,New York City,"Healthcare setting, dead on arrival",0-14 years,0,14,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,2,New York City,"Healthcare setting, dead on arrival",15-44 years,,100,0,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,2,New York City,"Healthcare setting, dead on arrival",45-64 years,,144,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,2,New York City,"Healthcare setting, dead on arrival",65-74 years,,93,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,2,New York City,"Healthcare setting, dead on arrival",75-84 years,10,83,,,,12,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,2,New York City,"Healthcare setting, dead on arrival",85 years and over,,73,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,2,New York City,"Healthcare setting, dead on arrival",All ages,30,507,16,,,41,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,2,New York City,"Healthcare setting, inpatient",0-14 years,11,421,,,,17,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,2,New York City,"Healthcare setting, inpatient",15-44 years,604,2089,348,226,,733,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,2,New York City,"Healthcare setting, inpatient",45-64 years,4167,9980,2519,1780,34,4939,
2/17/2021,1/4/2020,2/13/2021,2,New York City,"Healthcare setting, inpatient",65-74 years,4728,10455,2762,1987,18,5518,
2/17/2021,1/4/2020,2/13/2021,2,New York City,"Healthcare setting, inpatient",75-84 years,4914,10953,3154,2124,30,5972,
2/17/2021,1/4/2020,2/13/2021,2,New York City,"Healthcare setting, inpatient",85 years and over,3852,9800,2886,1682,36,5092,
2/17/2021,1/4/2020,2/13/2021,2,New York City,"Healthcare setting, inpatient",All ages,18276,43698,11674,7800,127,22271,
2/17/2021,1/4/2020,2/13/2021,2,New York City,"Healthcare setting, outpatient or emergency room",0-14 years,,110,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,2,New York City,"Healthcare setting, outpatient or emergency room",15-44 years,67,961,35,19,,86,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,2,New York City,"Healthcare setting, outpatient or emergency room",45-64 years,372,1869,204,129,,450,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,2,New York City,"Healthcare setting, outpatient or emergency room",65-74 years,398,1488,241,144,,497,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,2,New York City,"Healthcare setting, outpatient or emergency room",75-84 years,396,1527,266,161,,507,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,2,New York City,"Healthcare setting, outpatient or emergency room",85 years and over,321,1393,241,115,,452,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,2,New York City,"Healthcare setting, outpatient or emergency room",All ages,1557,7348,992,570,22,1999,
2/17/2021,1/4/2020,2/13/2021,2,New York City,Hospice facility,0-14 years,0,0,0,0,0,0,
2/17/2021,1/4/2020,2/13/2021,2,New York City,Hospice facility,15-44 years,0,13,0,0,0,0,
2/17/2021,1/4/2020,2/13/2021,2,New York City,Hospice facility,45-64 years,0,92,0,0,0,0,
2/17/2021,1/4/2020,2/13/2021,2,New York City,Hospice facility,65-74 years,,141,,0,0,10,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,2,New York City,Hospice facility,75-84 years,,190,11,,,15,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,2,New York City,Hospice facility,85 years and over,10,274,32,,,36,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,2,New York City,Hospice facility,All ages,16,710,51,,,61,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
